profile,category,sample,source_width,source_height,width,height,quality,tile,layer,prefix_bytes,full_bytes,fraction_of_full,decode_ms,psnr,ssim_windowed,ms_ssim_windowed,ms_ssim_luma,legacy_ms_ssim_proxy
chat_preview,photo,kodak_01,768,512,512,341,11,64,1,5516,12654,0.43590959380433064,5.01854,21.80542520000936,0.5555121400737154,0.867318049428779,0.8742905066446149,0.9141122471541769
chat_preview,photo,kodak_01,768,512,512,341,11,64,2,10141,12654,0.8014066698277225,5.09408,24.12448107946787,0.7439152716373797,0.9425845103757197,0.9503189643458297,0.960663557853215
chat_preview,photo,kodak_01,768,512,512,341,11,64,3,12654,12654,1.0,7.24108,25.539936414728874,0.8032633494275713,0.954902239389242,0.9626889580288591,0.9718607783929805
chat_preview,photo,kodak_01,768,512,512,341,12,64,0,2800,12793,0.21886969436410536,4.49625,20.36854897220858,0.3605210183924563,0.742138018151079,0.7487164397977082,0.8458367723754233
chat_preview,photo,kodak_01,768,512,512,341,12,64,1,5516,12793,0.4311732978972876,4.65567,21.80542520000936,0.5555121400737154,0.867318049428779,0.8742905066446149,0.9141122471541769
chat_preview,photo,kodak_01,768,512,512,341,12,64,2,10145,12793,0.793011803329946,4.74833,24.128265715008133,0.7439432594675214,0.9426141571974035,0.9503309008383554,0.9606960119415644
chat_preview,photo,kodak_01,768,512,512,341,12,64,3,12793,12793,1.0,5.78,25.585641326344415,0.80564150927019,0.9553614463878418,0.9631272542062774,0.9721965147547642
chat_preview,photo,kodak_01,768,512,512,341,13,64,0,2800,12935,0.21646695013529185,4.91225,20.36854897220858,0.3605210183924563,0.742138018151079,0.7487164397977082,0.8458367723754233
chat_preview,photo,kodak_01,768,512,512,341,13,64,1,5516,12935,0.4264398917665249,4.67592,21.80542520000936,0.5555121400737154,0.867318049428779,0.8742905066446149,0.9141122471541769
chat_preview,photo,kodak_01,768,512,512,341,13,64,2,10286,12935,0.7952068032470042,5.95971,24.145882666397995,0.7464503812882533,0.943162493207729,0.9508938436798987,0.9608481950377683
chat_preview,photo,kodak_01,768,512,512,341,13,64,3,12935,12935,1.0,5.89042,25.631600988477352,0.8079360794040372,0.9558522632208337,0.9636218875888313,0.9723700245839023
